#1
double TVL(5456,2) # Time in h and T_VL in degC
17.271,9.83
17.272,9.84
17.273,9.85
17.274,9.87
17.275,9.88
17.276,9.9
17.277,9.91
17.278,9.93
17.279,9.94
17.28,9.96
17.281,9.98
17.283,10.01
17.284,10.03
17.285,10.04
17.286,10.05
17.287,10.07
17.288,10.08
17.289,10.09
17.29,10.08
17.291,10.09
17.292,10.08
17.293,10.07
17.294,10.08
17.295,10.06
17.296,10.05
17.297,10.03
17.298,10.02
17.299,10
17.3,9.98
17.301,9.96
17.302,9.94
17.303,9.92
17.304,9.9
17.305,9.88
17.306,9.86
17.307,9.84
17.308,9.82
17.309,9.8
17.31,9.78
17.311,9.77
17.312,9.76
17.313,9.75
17.315,9.74
17.316,9.73
17.317,9.74
17.322,9.75
17.323,9.74
17.324,9.76
17.325,9.77
17.327,9.78
17.328,9.79
17.329,9.81
17.33,9.82
17.331,9.83
17.332,9.84
17.333,9.86
17.334,9.87
17.335,9.89
17.336,9.9
17.337,9.91
17.338,9.93
17.339,9.95
17.34,9.96
17.341,9.98
17.342,10
17.343,10.01
17.344,10.03
17.345,10.04
17.346,10.05
17.347,10.07
17.348,10.08
17.349,10.09
17.351,10.1
17.353,10.09
17.355,10.08
17.356,10.07
17.357,10.06
17.358,10.05
17.359,10.04
17.36,10.02
17.361,10
17.362,9.98
17.363,9.97
17.364,9.94
17.365,9.92
17.366,9.9
17.367,9.88
17.368,9.87
17.369,9.85
17.37,9.83
17.371,9.82
17.373,9.8
17.374,9.79
17.376,9.77
17.377,9.76
17.378,9.77
17.384,9.78
17.385,9.79
17.386,9.8
17.388,9.81
17.389,9.82
17.391,9.85
17.392,9.86
17.393,9.87
17.394,9.88
17.395,9.9
17.396,9.91
17.397,9.92
17.398,9.94
17.399,9.95
17.4,9.97
17.401,9.98
17.403,10.01
17.404,10.03
17.405,10.04
17.406,10.06
17.407,10.07
17.408,10.08
17.411,10.1
17.414,10.08
17.415,10.07
17.416,10.08
17.417,10.05
17.418,10.04
17.419,10.03
17.42,10.01
17.421,9.98
17.422,9.97
17.423,9.96
17.424,9.94
17.425,9.92
17.426,9.9
17.427,9.88
17.428,9.87
17.429,9.85
17.43,9.84
17.431,9.83
17.432,9.81
17.434,9.8
17.435,9.79
17.437,9.78
17.438,9.79
17.443,9.8
17.445,9.81
17.446,9.82
17.447,9.83
17.448,9.84
17.449,9.85
17.45,9.86
17.451,9.87
17.453,9.9
17.454,9.91
17.455,9.92
17.456,9.94
17.457,9.95
17.458,9.96
17.459,9.98
17.46,10
17.461,10.01
17.462,10.02
17.463,10.03
17.464,10.05
17.465,10.06
17.466,10.08
17.467,10.09
17.468,10.1
17.469,10.11
17.474,10.1
17.476,10.09
17.477,10.08
17.478,10.07
17.479,10.05
17.48,10.04
17.481,10.01
17.483,9.98
17.484,9.96
17.485,9.94
17.486,9.92
17.487,9.9
17.488,9.89
17.489,9.87
17.49,9.85
17.491,9.84
17.493,9.82
17.494,9.81
17.495,9.8
17.497,9.79
17.501,9.78
17.502,9.8
17.504,9.81
17.506,9.82
17.507,9.83
17.508,9.84
17.509,9.85
17.51,9.86
17.511,9.88
17.512,9.89
17.513,9.9
17.514,9.91
17.515,9.93
17.516,9.94
17.518,9.96
17.519,9.98
17.521,10.01
17.522,10.03
17.523,10.04
17.524,10.05
17.525,10.07
17.526,10.08
17.527,10.09
17.528,10.1
17.529,10.11
17.531,10.12
17.532,10.11
17.534,10.1
17.535,10.09
17.536,10.08
17.537,10.07
17.538,10.06
17.539,10.04
17.54,10.03
17.541,10.01
17.543,9.98
17.544,9.95
17.545,9.93
17.546,9.92
17.547,9.9
17.548,9.89
17.549,9.87
17.55,9.86
17.551,9.85
17.552,9.84
17.553,9.83
17.554,9.82
17.556,9.81
17.561,9.82
17.564,9.83
17.565,9.84
17.566,9.85
17.568,9.86
17.57,9.88
17.571,9.9
17.572,9.91
17.573,9.92
17.574,9.93
17.575,9.95
17.576,9.96
17.577,9.98
17.578,10
17.579,10.01
17.58,10.02
17.581,10.03
17.582,10.05
17.583,10.06
17.584,10.07
17.585,10.09
17.586,10.1
17.587,10.11
17.588,10.12
17.589,10.13
17.591,10.14
17.592,10.13
17.595,10.12
17.596,10.11
17.597,10.1
17.598,10.09
17.599,10.07
17.6,10.06
17.601,10.04
17.602,10.02
17.603,10
17.604,9.98
17.605,9.97
17.606,9.95
17.607,9.94
17.608,9.92
17.609,9.9
17.61,9.89
17.611,9.88
17.612,9.87
17.613,9.86
17.614,9.85
17.616,9.84
17.622,9.85
17.624,9.86
17.625,9.87
17.627,9.88
17.628,9.89
17.629,9.9
17.63,9.91
17.631,9.92
17.632,9.94
17.633,9.95
17.634,9.96
17.635,9.97
17.636,10
17.637,10.01
17.638,10.02
17.639,10.03
17.64,10.05
17.641,10.06
17.642,10.07
17.643,10.08
17.644,10.1
17.645,10.11
17.646,10.12
17.648,10.14
17.649,10.13
17.655,10.12
17.656,10.11
17.657,10.1
17.658,10.09
17.659,10.07
17.66,10.05
17.661,10.03
17.662,10.01
17.663,10
17.664,9.98
17.665,9.96
17.666,9.94
17.667,9.93
17.668,9.92
17.669,9.9
17.67,9.89
17.671,9.88
17.672,9.87
17.673,9.86
17.675,9.85
17.68,9.86
17.682,9.87
17.684,9.88
17.685,9.89
17.686,9.9
17.687,9.91
17.688,9.92
17.689,9.93
17.69,9.94
17.691,9.95
17.692,9.96
17.693,9.98
17.694,10
17.695,10.01
17.696,10.02
17.697,10.04
17.698,10.05
17.699,10.07
17.7,10.08
17.701,10.09
17.702,10.11
17.703,10.12
17.704,10.13
17.705,10.14
17.708,10.16
17.713,10.13
17.714,10.11
17.715,10.1
17.716,10.09
17.717,10.07
17.718,10.06
17.719,10.04
17.72,10.02
17.721,10.01
17.722,9.98
17.723,9.97
17.724,9.95
17.725,9.94
17.726,9.92
17.727,9.91
17.728,9.9
17.729,9.88
17.731,9.87
17.733,9.86
17.738,9.87
17.74,9.88
17.741,9.89
17.742,9.88
17.743,9.9
17.744,9.91
17.745,9.92
17.746,9.93
17.747,9.94
17.748,9.95
17.749,9.97
17.75,9.98
17.751,10
17.752,10.01
17.753,10.02
17.754,10.04
17.756,10.07
17.757,10.08
17.758,10.09
17.759,10.11
17.76,10.12
17.761,10.13
17.763,10.16
17.764,10.14
17.771,10.13
17.772,10.12
17.773,10.11
17.774,10.1
17.775,10.08
17.776,10.06
17.777,10.04
17.778,10.03
17.779,10.01
17.781,9.98
17.782,9.96
17.783,9.95
17.784,9.93
17.785,9.92
17.786,9.91
17.787,9.9
17.788,9.89
17.789,9.88
17.795,9.89
17.796,9.88
17.798,9.9
17.799,9.91
17.8,9.92
17.801,9.93
17.802,9.94
17.803,9.95
17.804,9.96
17.805,9.97
17.806,9.98
17.808,10.01
17.809,10.02
17.81,10.04
17.811,10.05
17.812,10.06
17.813,10.08
17.814,10.1
17.815,10.11
17.816,10.12
17.817,10.14
17.818,10.16
17.82,10.17
17.821,10.16
17.822,10.17
17.823,10.18
17.826,10.17
17.828,10.16
17.829,10.14
17.831,10.13
17.832,10.12
17.833,10.1
17.834,10.08
17.835,10.07
17.836,10.05
17.837,10.03
17.838,10.02
17.839,10
17.84,9.98
17.841,9.97
17.842,9.96
17.843,9.95
17.844,9.94
17.845,9.93
17.846,9.92
17.849,9.91
17.853,9.93
17.854,9.92
17.856,9.94
17.857,9.95
17.858,9.96
17.859,9.97
17.86,9.98
17.861,10
17.863,10.01
17.864,10.02
17.865,10.04
17.866,10.05
17.867,10.06
17.868,10.08
17.869,10.09
17.87,10.11
17.871,10.12
17.872,10.14
17.873,10.16
17.875,10.17
17.876,10.18
17.877,10.19
17.881,10.21
17.882,10.2
17.884,10.19
17.885,10.18
17.886,10.17
17.888,10.14
17.889,10.13
17.89,10.12
17.891,10.1
17.892,10.08
17.893,10.07
17.894,10.05
17.895,10.03
17.896,10.02
17.897,10
17.899,9.98
17.9,9.97
17.901,9.96
17.902,9.95
17.903,9.94
17.905,9.93
17.909,9.94
17.911,9.95
17.913,9.96
17.915,9.97
17.916,9.98
17.918,10.01
17.919,10.02
17.92,10.03
17.921,10.05
17.922,10.06
17.923,10.07
17.924,10.08
17.925,10.1
17.926,10.11
17.927,10.13
17.928,10.14
17.929,10.16
17.931,10.17
17.932,10.18
17.933,10.19
17.934,10.2
17.936,10.21
17.937,10.2
17.938,10.21
17.939,10.19
17.94,10.2
17.941,10.18
17.942,10.16
17.944,10.14
17.945,10.13
17.946,10.12
17.947,10.1
17.948,10.09
17.949,10.06
17.95,10.05
17.951,10.04
17.952,10.02
17.953,10.01
17.954,10
17.956,9.98
17.957,9.97
17.958,9.96
17.963,9.95
17.965,9.97
17.967,9.98
17.969,10
17.97,10.01
17.971,10
17.972,10.02
17.973,10.03
17.974,10.04
17.975,10.06
17.976,10.07
17.977,10.08
17.978,10.09
17.979,10.11
17.98,10.13
17.981,10.14
17.982,10.16
17.984,10.17
17.985,10.19
17.986,10.2
17.987,10.21
17.989,10.25
17.993,10.26
17.995,10.25
17.997,10.23
17.999,10.21
18,10.19
18.001,10.18
18.002,10.16
18.003,10.14
18.004,10.13
18.005,10.11
18.006,10.1
18.007,10.08
18.008,10.07
18.009,10.05
18.01,10.04
18.011,10.02
18.012,10.01
18.013,10
18.016,9.98
18.019,9.97
18.023,10
18.026,10.01
18.027,10.02
18.028,10.03
18.029,10.04
18.03,10.05
18.031,10.06
18.032,10.08
18.033,10.09
18.034,10.1
18.035,10.13
18.036,10.12
18.037,10.14
18.038,10.16
18.039,10.17
18.04,10.18
18.041,10.19
18.042,10.21
18.043,10.23
18.045,10.25
18.048,10.26
18.05,10.25
18.053,10.23
18.054,10.21
18.055,10.2
18.056,10.19
18.057,10.18
18.059,10.14
18.06,10.13
18.061,10.12
18.062,10.1
18.063,10.08
18.064,10.06
18.065,10.05
18.066,10.04
18.067,10.03
18.068,10.02
18.069,10.01
18.07,10
18.078,10.01
18.08,10.02
18.081,10.03
18.082,10.04
18.083,10.05
18.084,10.06
18.085,10.07
18.086,10.08
18.088,10.1
18.089,10.12
18.09,10.13
18.092,10.16
18.093,10.17
18.094,10.19
18.095,10.2
18.096,10.21
18.098,10.25
18.1,10.26
18.103,10.27
18.104,10.26
18.105,10.25
18.107,10.23
18.108,10.21
18.109,10.23
18.11,10.19
18.111,10.18
18.112,10.16
18.113,10.14
18.114,10.13
18.115,10.11
18.116,10.1
18.117,10.08
18.118,10.07
18.119,10.05
18.12,10.04
18.121,10.03
18.122,10.02
18.124,10
18.132,10.01
18.134,10.02
18.135,10.03
18.136,10.04
18.138,10.06
18.139,10.07
18.14,10.09
18.141,10.1
18.142,10.11
18.143,10.13
18.144,10.14
18.145,10.16
18.146,10.17
18.147,10.18
18.148,10.19
18.149,10.21
18.15,10.23
18.151,10.25
18.153,10.26
18.154,10.25
18.16,10.23
18.162,10.21
18.163,10.2
18.164,10.18
18.165,10.16
18.166,10.14
18.167,10.13
18.168,10.12
18.169,10.1
18.17,10.08
18.171,10.07
18.172,10.05
18.173,10.04
18.174,10.03
18.175,10.01
18.177,10
18.178,10.01
18.185,10.02
18.186,10.03
18.188,10.04
18.189,10.05
18.19,10.06
18.191,10.07
18.193,10.09
18.194,10.11
18.195,10.13
18.196,10.14
18.197,10.16
18.198,10.17
18.199,10.18
18.2,10.19
18.201,10.21
18.202,10.23
18.203,10.25
18.205,10.26
18.207,10.27
18.21,10.26
18.211,10.25
18.213,10.23
18.214,10.21
18.215,10.2
18.216,10.19
18.217,10.17
18.218,10.14
18.219,10.13
18.22,10.12
18.221,10.1
18.222,10.09
18.223,10.08
18.224,10.05
18.225,10.04
18.226,10.03
18.227,10.02
18.228,10.01
18.229,10
18.237,10.01
18.238,10.02
18.239,10.03
18.241,10.04
18.242,10.06
18.243,10.07
18.244,10.08
18.245,10.1
18.246,10.11
18.247,10.12
18.248,10.14
18.249,10.16
18.25,10.17
18.251,10.18
18.252,10.19
18.253,10.2
18.254,10.23
18.255,10.25
18.257,10.26
18.258,10.27
18.262,10.26
18.263,10.25
18.265,10.23
18.267,10.21
18.268,10.19
18.269,10.17
18.27,10.14
18.271,10.13
18.272,10.12
18.273,10.1
18.274,10.08
18.275,10.06
18.276,10.05
18.277,10.03
18.278,10.01
18.279,10
18.282,9.98
18.285,9.97
18.289,10
18.291,10.01
18.292,10.02
18.293,10.03
18.294,10.04
18.295,10.05
18.296,10.06
18.297,10.07
18.298,10.08
18.299,10.1
18.3,10.12
18.301,10.13
18.302,10.14
18.303,10.16
18.304,10.17
18.305,10.19
18.306,10.2
18.307,10.23
18.309,10.25
18.316,10.23
18.317,10.21
18.318,10.2
18.319,10.18
18.32,10.16
18.321,10.14
18.322,10.13
18.323,10.12
18.324,10.1
18.325,10.07
18.326,10.06
18.327,10.04
18.328,10.03
18.329,10.01
18.33,10
18.331,9.98
18.333,9.97
18.335,9.96
18.338,9.98
18.34,9.97
18.341,10
18.343,10.01
18.344,10.02
18.345,10.03
18.346,10.04
18.347,10.06
18.348,10.07
18.349,10.08
18.35,10.1
18.351,10.11
18.352,10.13
18.353,10.16
18.354,10.17
18.355,10.18
18.356,10.19
18.357,10.21
18.358,10.23
18.359,10.25
18.361,10.26
18.364,10.28
18.365,10.27
18.367,10.26
18.368,10.25
18.369,10.23
18.37,10.21
18.371,10.2
18.372,10.18
18.373,10.17
18.374,10.14
18.375,10.13
18.376,10.11
18.377,10.08
18.378,10.07
18.379,10.04
18.38,10.02
18.381,10
18.382,9.98
18.383,9.97
18.384,9.96
18.385,9.95
18.387,9.94
18.391,9.95
18.393,9.96
18.395,9.98
18.396,10
18.398,10.01
18.399,10.02
18.4,10.03
18.401,10.05
18.402,10.07
18.403,10.08
18.404,10.09
18.405,10.11
18.406,10.12
18.408,10.16
18.409,10.17
18.41,10.19
18.411,10.21
18.412,10.23
18.414,10.25
18.419,10.23
18.421,10.21
18.422,10.2
18.423,10.18
18.424,10.16
18.425,10.13
18.426,10.12
18.427,10.1
18.428,10.08
18.429,10.06
18.43,10.03
18.431,10.02
18.432,10
18.433,9.98
18.434,9.97
18.435,9.95
18.436,9.94
18.438,9.93
18.439,9.92
18.441,9.93
18.444,9.94
18.446,9.95
18.447,9.96
18.448,9.97
18.449,9.98
18.451,10.01
18.452,10.02
18.453,10.03
18.454,10.06
18.455,10.07
18.456,10.09
18.457,10.11
18.458,10.12
18.459,10.14
18.46,10.16
18.461,10.17
18.462,10.18
18.463,10.2
18.464,10.21
18.466,10.25
18.468,10.26
18.469,10.25
18.473,10.23
18.474,10.21
18.475,10.2
18.476,10.19
18.477,10.17
18.478,10.14
18.479,10.13
18.48,10.11
18.481,10.09
18.482,10.06
18.483,10.05
18.484,10.02
18.485,10
18.486,9.98
18.487,9.97
18.488,9.96
18.489,9.95
18.49,9.94
18.491,9.93
18.495,9.94
18.498,9.95
18.499,9.96
18.5,9.97
18.501,9.98
18.502,10
18.503,10.01
18.504,10.02
18.505,10.03
18.506,10.04
18.507,10.06
18.508,10.07
18.509,10.09
18.51,10.11
18.511,10.13
18.513,10.16
18.514,10.17
18.515,10.19
18.516,10.21
18.518,10.25
18.519,10.23
18.526,10.21
18.527,10.2
18.528,10.19
18.529,10.17
18.531,10.13
18.532,10.1
18.533,10.08
18.534,10.06
18.535,10.04
18.536,10.02
18.537,10
18.538,9.98
18.539,9.96
18.54,9.95
18.541,9.94
18.542,9.93
18.544,9.92
18.545,9.93
18.546,9.92
18.547,9.93
18.549,9.94
18.55,9.95
18.551,9.96
18.552,9.97
18.553,9.98
18.554,10
18.556,10.01
18.557,10.03
18.558,10.04
18.559,10.06
18.56,10.08
18.561,10.1
18.562,10.12
18.563,10.13
18.564,10.16
18.565,10.17
18.566,10.18
18.567,10.2
18.568,10.21
18.569,10.25
18.571,10.27
18.573,10.28
18.574,10.27
18.576,10.26
18.577,10.25
18.579,10.23
18.58,10.21
18.581,10.2
18.582,10.17
18.583,10.14
18.584,10.13
18.585,10.11
18.586,10.09
18.587,10.06
18.588,10.05
18.589,10.02
18.59,10
18.591,9.98
18.592,9.96
18.593,9.95
18.594,9.94
18.595,9.93
18.598,9.92
18.601,9.93
18.603,9.94
18.604,9.95
18.606,9.97
18.607,10
18.608,10.01
18.609,10.02
18.61,10.03
18.611,10.05
18.612,10.07
18.613,10.08
18.614,10.09
18.615,10.11
18.616,10.13
18.617,10.16
18.618,10.17
18.619,10.18
18.62,10.2
18.621,10.23
18.622,10.25
18.624,10.26
18.626,10.28
18.627,10.27
18.629,10.26
18.63,10.25
18.631,10.23
18.632,10.21
18.633,10.2
18.634,10.19
18.635,10.16
18.636,10.14
18.637,10.12
18.638,10.09
18.639,10.08
18.64,10.05
18.641,10.04
18.642,10.01
18.643,9.98
18.644,9.97
18.645,9.96
18.646,9.95
18.647,9.94
18.648,9.93
18.65,9.92
18.653,9.93
18.655,9.94
18.656,9.95
18.657,9.96
18.658,9.97
18.659,9.98
18.661,10.01
18.662,10.02
18.663,10.03
18.664,10.05
18.665,10.07
18.666,10.09
18.667,10.1
18.668,10.12
18.669,10.14
18.67,10.16
18.671,10.17
18.672,10.19
18.673,10.21
18.675,10.25
18.676,10.26
18.677,10.27
18.678,10.28
18.679,10.27
18.682,10.26
18.683,10.25
18.684,10.23
18.686,10.21
18.687,10.19
18.688,10.16
18.689,10.13
18.69,10.12
18.691,10.09
18.692,10.07
18.693,10.05
18.694,10.03
18.695,10
18.696,9.98
18.697,9.97
18.698,9.96
18.699,9.94
18.701,9.93
18.703,9.92
18.705,9.94
18.708,9.95
18.709,9.96
18.711,9.98
18.712,10
18.713,10.01
18.714,10.02
18.715,10.04
18.716,10.05
18.717,10.07
18.718,10.09
18.719,10.11
18.72,10.14
18.721,10.16
18.723,10.17
18.724,10.2
18.725,10.23
18.727,10.25
18.729,10.26
18.732,10.25
18.734,10.23
18.735,10.21
18.736,10.2
18.737,10.18
18.738,10.16
18.739,10.14
18.74,10.12
18.741,10.09
18.742,10.07
18.743,10.05
18.744,10.02
18.745,10
18.746,9.98
18.747,9.96
18.748,9.95
18.749,9.93
18.75,9.92
18.752,9.91
18.753,9.92
18.758,9.93
18.759,9.94
18.76,9.95
18.761,9.96
18.762,9.97
18.763,10
18.764,10.01
18.765,10.02
18.766,10.03
18.767,10.06
18.768,10.07
18.769,10.09
18.77,10.11
18.771,10.13
18.773,10.16
18.774,10.17
18.775,10.2
18.776,10.21
18.777,10.23
18.778,10.25
18.782,10.23
18.784,10.21
18.785,10.2
18.786,10.18
18.787,10.16
18.788,10.14
18.789,10.11
18.79,10.09
18.791,10.08
18.792,10.04
18.793,10.02
18.795,9.98
18.796,9.95
18.797,9.93
18.798,9.92
18.799,9.91
18.801,9.89
18.803,9.88
18.804,9.89
18.806,9.9
18.808,9.91
18.81,9.93
18.811,9.94
18.812,9.95
18.813,9.97
18.814,9.98
18.816,10.01
18.817,10.03
18.818,10.05
18.819,10.08
18.82,10.09
18.821,10.11
18.822,10.13
18.823,10.16
18.824,10.17
18.825,10.18
18.826,10.2
18.827,10.23
18.829,10.25
18.834,10.23
18.836,10.21
18.837,10.18
18.838,10.17
18.839,10.13
18.84,10.12
18.841,10.09
18.842,10.06
18.843,10.04
18.844,10.01
18.845,9.98
18.846,9.97
18.847,9.95
18.848,9.93
18.849,9.91
18.85,9.89
18.851,9.88
18.853,9.87
18.855,9.86
18.858,9.88
18.859,9.89
18.86,9.9
18.861,9.91
18.862,9.92
18.863,9.93
18.864,9.95
18.865,9.96
18.866,9.98
18.868,10.01
18.869,10.04
18.87,10.06
18.871,10.08
18.872,10.1
18.873,10.11
18.874,10.14
18.875,10.16
18.876,10.17
18.877,10.19
18.878,10.2
18.879,10.23
18.882,10.25
18.883,10.23
18.885,10.21
18.886,10.2
18.887,10.18
18.888,10.17
18.889,10.14
18.89,10.13
18.891,10.11
18.892,10.08
18.893,10.06
18.894,10.03
18.895,10
18.896,9.98
18.897,9.96
18.898,9.94
18.899,9.92
18.9,9.9
18.901,9.89
18.902,9.88
18.904,9.87
18.907,9.88
18.909,9.89
18.91,9.9
18.911,9.91
18.912,9.92
18.913,9.93
18.914,9.95
18.915,9.96
18.916,9.98
18.917,10
18.918,10.01
18.919,10.03
18.92,10.05
18.921,10.07
18.922,10.09
18.923,10.11
18.924,10.13
18.925,10.16
18.926,10.17
18.927,10.18
18.928,10.19
18.929,10.21
18.932,10.25
18.933,10.23
18.935,10.21
18.936,10.2
18.937,10.19
18.938,10.17
18.939,10.14
18.94,10.13
18.941,10.11
18.942,10.08
18.943,10.06
18.944,10.03
18.945,10
18.946,9.98
18.947,9.95
18.948,9.94
18.949,9.92
18.95,9.9
18.951,9.89
18.952,9.88
18.953,9.87
18.958,9.88
18.959,9.89
18.961,9.9
18.962,9.92
18.963,9.93
18.964,9.94
18.965,9.96
18.966,9.97
18.967,10
18.968,10.01
18.969,10.02
18.97,10.05
18.971,10.06
18.972,10.08
18.973,10.1
18.974,10.13
18.975,10.16
18.976,10.17
18.977,10.18
18.978,10.19
18.979,10.21
18.982,10.25
18.983,10.23
18.985,10.21
18.986,10.2
18.987,10.19
18.988,10.18
18.989,10.14
18.99,10.13
18.991,10.11
18.992,10.08
18.993,10.06
18.994,10.03
18.995,10
18.996,9.98
18.997,9.96
18.998,9.94
18.999,9.92
19,9.9
19.001,9.89
19.002,9.88
19.004,9.87
19.007,9.88
19.009,9.89
19.01,9.9
19.011,9.91
19.012,9.92
19.013,9.93
19.014,9.94
19.015,9.96
19.016,9.97
19.017,10
19.018,10.01
19.019,10.03
19.02,10.05
19.021,10.07
19.022,10.09
19.023,10.11
19.024,10.13
19.025,10.16
19.026,10.17
19.027,10.18
19.028,10.2
19.029,10.21
19.036,10.2
19.037,10.18
19.038,10.17
19.039,10.14
19.04,10.12
19.041,10.1
19.042,10.07
19.043,10.05
19.044,10.02
19.045,10
19.046,9.98
19.047,9.95
19.048,9.93
19.049,9.91
19.05,9.89
19.051,9.88
19.052,9.87
19.054,9.86
19.057,9.87
19.059,9.88
19.06,9.89
19.061,9.9
19.062,9.91
19.063,9.92
19.064,9.94
19.065,9.95
19.066,9.97
19.067,10
19.068,10.01
19.069,10.02
19.07,10.04
19.071,10.06
19.072,10.08
19.073,10.1
19.074,10.13
19.075,10.16
19.077,10.18
19.078,10.19
19.079,10.23
19.081,10.25
19.086,10.23
19.087,10.21
19.088,10.2
19.089,10.18
19.09,10.14
19.091,10.13
19.092,10.1
19.093,10.09
19.094,10.05
19.095,10.02
19.096,10
19.097,9.98
19.098,9.96
19.099,9.94
19.1,9.92
19.101,9.91
19.102,9.89
19.103,9.88
19.105,9.87
19.106,9.88
19.109,9.89
19.111,9.9
19.112,9.91
19.113,9.92
19.114,9.94
19.115,9.95
19.116,9.96
19.117,9.98
19.118,10
19.119,10.01
19.12,10.04
19.121,10.05
19.122,10.07
19.123,10.09
19.124,10.11
19.125,10.14
19.126,10.16
19.127,10.17
19.128,10.19
19.129,10.21
19.13,10.23
19.132,10.25
19.134,10.23
19.136,10.21
19.137,10.2
19.138,10.19
19.139,10.17
19.14,10.14
19.141,10.13
19.142,10.1
19.143,10.08
19.144,10.05
19.145,10.02
19.146,10.01
19.147,9.98
19.148,9.96
19.149,9.94
19.15,9.92
19.151,9.91
19.152,9.89
19.154,9.88
19.156,9.87
19.159,9.89
19.161,9.91
19.163,9.92
19.164,9.94
19.165,9.95
19.166,9.97
19.167,10
19.169,10.01
19.17,10.04
19.171,10.06
19.172,10.08
19.173,10.1
19.174,10.12
19.176,10.16
19.177,10.18
19.178,10.2
19.179,10.23
19.18,10.25
19.182,10.26
19.183,10.27
19.184,10.26
19.187,10.25
19.188,10.23
19.189,10.21
19.19,10.2
19.191,10.18
19.192,10.14
19.193,10.13
19.194,10.11
19.195,10.08
19.196,10.06
19.197,10.02
19.198,10
19.199,9.97
19.2,9.94
19.201,9.93
19.202,9.91
19.203,9.9
19.204,9.89
19.205,9.88
19.209,9.89
19.212,9.9
19.213,9.92
19.214,9.93
19.215,9.95
19.216,9.96
19.217,9.98
19.218,10
19.219,10.01
19.22,10.03
19.221,10.05
19.222,10.07
19.223,10.09
19.224,10.12
19.225,10.14
19.226,10.16
19.227,10.17
19.228,10.19
19.229,10.21
19.231,10.25
19.236,10.23
19.237,10.21
19.238,10.2
19.239,10.18
19.24,10.16
19.241,10.13
19.242,10.11
19.243,10.09
19.244,10.06
19.245,10.02
19.246,9.98
19.247,9.97
19.248,9.95
19.249,9.92
19.25,9.9
19.251,9.89
19.252,9.88
19.253,9.86
19.259,9.87
19.26,9.88
19.261,9.89
19.262,9.9
19.263,9.91
19.264,9.92
19.265,9.94
19.266,9.96
19.267,9.97
19.268,10.01
19.269,10.02
19.27,10.04
19.271,10.06
19.272,10.08
19.273,10.1
19.274,10.13
19.275,10.16
19.276,10.17
19.277,10.18
19.278,10.19
19.279,10.21
19.28,10.23
19.284,10.21
19.285,10.2
19.286,10.19
19.287,10.16
19.288,10.14
19.289,10.13
19.29,10.1
19.291,10.07
19.292,10.04
19.293,10.02
19.294,9.98
19.295,9.96
19.296,9.94
19.297,9.91
19.298,9.89
19.299,9.87
19.3,9.85
19.301,9.84
19.303,9.83
19.307,9.84
19.308,9.85
19.309,9.86
19.31,9.87
19.311,9.88
19.312,9.89
19.313,9.9
19.314,9.92
19.315,9.94
19.316,9.96
19.317,9.98
19.318,10.01
19.319,10.02
19.32,10.04
19.321,10.06
19.322,10.08
19.323,10.12
19.324,10.13
19.325,10.16
19.326,10.17
19.327,10.18
19.328,10.2
19.329,10.23
19.334,10.21
19.335,10.19
19.336,10.18
19.337,10.16
19.338,10.14
19.339,10.12
19.34,10.09
19.341,10.07
19.342,10.04
19.343,10.01
19.344,9.97
19.345,9.95
19.346,9.93
19.347,9.91
19.348,9.9
19.349,9.88
19.35,9.87
19.351,9.86
19.353,9.85
19.355,9.86
19.356,9.85
19.357,9.87
19.358,9.88
19.359,9.89
19.36,9.9
19.361,9.91
19.362,9.92
19.363,9.93
19.364,9.96
19.365,9.97
19.366,10
19.367,10.01
19.368,10.03
19.369,10.05
19.37,10.07
19.371,10.09
19.372,10.11
19.373,10.13
19.374,10.16
19.375,10.17
19.376,10.19
19.377,10.21
19.378,10.23
19.382,10.21
19.383,10.2
19.384,10.19
19.385,10.17
19.386,10.14
19.387,10.13
19.388,10.11
19.389,10.07
19.39,10.04
19.391,10.02
19.392,9.98
19.393,9.97
19.394,9.93
19.395,9.91
19.396,9.89
19.397,9.87
19.398,9.86
19.399,9.84
19.401,9.83
19.405,9.84
19.406,9.85
19.408,9.86
19.409,9.88
19.41,9.89
19.411,9.9
19.412,9.92
19.413,9.93
19.414,9.96
19.415,10
19.417,10.02
19.418,10.03
19.419,10.06
19.42,10.09
19.421,10.11
19.422,10.13
19.423,10.16
19.424,10.17
19.425,10.18
19.426,10.2
19.428,10.21
19.431,10.2
19.432,10.19
19.433,10.17
19.434,10.14
19.435,10.13
19.436,10.12
19.437,10.09
19.438,10.06
19.439,10.03
19.44,10
19.441,9.98
19.442,9.95
19.443,9.93
19.444,9.91
19.445,9.89
19.446,9.88
19.447,9.86
19.448,9.84
19.45,9.83
19.455,9.85
19.456,9.86
19.457,9.87
19.458,9.88
19.459,9.9
19.46,9.91
19.461,9.92
19.462,9.94
19.463,9.96
19.464,9.98
19.465,10.01
19.466,10.02
19.467,10.05
19.468,10.06
19.469,10.09
19.47,10.11
19.471,10.13
19.472,10.16
19.473,10.17
19.474,10.18
19.475,10.2
19.476,10.21
19.477,10.23
19.48,10.21
19.481,10.2
19.482,10.19
19.483,10.17
19.484,10.14
19.485,10.13
19.486,10.11
19.487,10.08
19.488,10.06
19.489,10.02
19.49,9.98
19.491,9.96
19.492,9.94
19.493,9.92
19.494,9.89
19.495,9.87
19.496,9.85
